Episode,Reward,Timesteps
54459,19.6,632280
54460,19.4,632286
54461,19.5,632291
54462,19.1,632300
54463,18.4,632316
54464,19.2,632324
54465,19.0,632334
54466,19.3,632341
54467,19.7,632344
54468,19.1,632353
54469,19.6,632357
54470,19.4,632363
54471,19.5,632368
54472,19.1,632377
54473,18.4,632393
54474,19.2,632401
54475,19.0,632411
54476,19.3,632418
54477,19.7,632421
54478,19.1,632430
54479,19.6,632434
54480,19.4,632440
54481,19.5,632445
54482,19.1,632454
54483,18.4,632470
54484,19.2,632478
54485,19.0,632488
54486,19.3,632495
54487,19.7,632498
54488,19.1,632507
54489,19.6,632511
54490,19.4,632517
54491,19.5,632522
54492,19.1,632531
54493,18.4,632547
54494,19.2,632555
54495,19.0,632565
54496,19.3,632572
54497,19.7,632575
54498,19.1,632584
54499,19.6,632588
54500,19.4,632594
54501,19.3,632601
54502,19.1,632610
54503,18.2,632628
54504,19.2,632636
54505,19.0,632646
54506,19.3,632653
54507,19.7,632656
54508,19.1,632665
54509,19.6,632669
54510,19.4,632675
54511,19.5,632680
54512,19.1,632689
54513,18.4,632705
54514,19.2,632713
54515,19.0,632723
54516,18.7,632731
54517,19.7,632734
54518,18.5,632744
54519,19.6,632748
54520,19.4,632754
54521,19.5,632759
54522,19.1,632768
54523,18.4,632784
54524,19.2,632792
54525,19.0,632802
54526,19.3,632809
54527,19.7,632812
54528,19.1,632821
54529,19.6,632825
54530,19.4,632831
54531,19.5,632836
54532,19.1,632845
54533,18.4,632861
54534,19.2,632869
54535,19.0,632879
54536,19.3,632886
54537,19.7,632889
54538,19.1,632898
54539,19.6,632902
54540,19.4,632908
54541,19.5,632913
54542,19.1,632922
54543,18.4,632938
54544,18.6,632952
54545,19.0,632962
54546,19.3,632969
54547,19.7,632972
54548,19.1,632981
54549,19.6,632985
54550,19.4,632991
54551,19.5,632996
54552,19.1,633005
54553,18.4,633021
54554,19.2,633029
54555,19.0,633039
54556,19.3,633046
54557,19.7,633049
54558,19.1,633058
54559,19.6,633062
54560,19.4,633068
54561,19.5,633073
54562,19.1,633082
54563,18.4,633098
54564,19.2,633106
54565,19.0,633116
54566,19.3,633123
54567,19.7,633126
54568,19.1,633135
54569,19.6,633139
54570,19.4,633145
54571,19.5,633150
54572,19.1,633159
54573,18.4,633175
54574,19.2,633183
54575,19.0,633193
54576,19.3,633200
54577,19.7,633203
54578,19.1,633212
54579,19.6,633216
54580,19.4,633222
54581,19.5,633227
54582,19.1,633236
54583,18.4,633252
54584,19.2,633260
54585,19.0,633270
54586,19.3,633277
54587,19.7,633280
54588,19.1,633289
54589,19.6,633293
54590,19.4,633299
54591,19.5,633304
54592,19.1,633313
54593,18.4,633329
54594,19.2,633337
54595,19.0,633347
54596,19.3,633354
54597,19.7,633357
54598,19.1,633366
54599,19.6,633370
54600,19.4,633376
54601,19.5,633381
54602,19.1,633390
54603,18.4,633406
54604,19.2,633414
54605,19.0,633424
54606,19.3,633431
54607,19.7,633434
54608,19.1,633443
54609,19.6,633447
54610,19.4,633453
54611,19.5,633458
54612,19.1,633467
54613,18.4,633483
54614,19.2,633491
54615,19.0,633501
54616,19.3,633508
54617,19.7,633511
54618,19.1,633520
54619,19.6,633524
54620,19.4,633530
54621,19.5,633535
54622,19.1,633544
54623,18.4,633560
54624,19.2,633568
54625,19.0,633578
54626,19.3,633585
54627,19.7,633588
54628,19.1,633597
54629,19.6,633601
54630,19.4,633607
54631,19.5,633612
54632,19.1,633621
54633,18.4,633637
54634,19.2,633645
54635,19.0,633655
54636,19.3,633662
54637,19.7,633665
54638,19.1,633674
54639,19.6,633678
54640,19.4,633684
54641,19.5,633689
54642,19.1,633698
54643,18.4,633714
54644,19.0,633724
54645,19.0,633734
54646,19.3,633741
54647,19.7,633744
54648,19.1,633753
54649,19.6,633757
54650,19.4,633763
54651,19.5,633768
54652,19.1,633777
54653,18.4,633793
54654,19.2,633801
54655,19.0,633811
54656,19.3,633818
54657,19.7,633821
54658,19.1,633830
54659,19.6,633834
54660,19.4,633840
54661,19.5,633845
54662,19.1,633854
54663,18.4,633870
54664,18.2,633888
54665,19.0,633898
54666,19.3,633905
54667,19.7,633908
54668,19.1,633917
54669,19.6,633921
54670,19.4,633927
54671,19.3,633934
54672,19.1,633943
54673,18.4,633959
54674,19.2,633967
54675,19.0,633977
54676,19.3,633984
54677,19.7,633987
54678,19.1,633996
54679,19.6,634000
54680,19.4,634006
54681,19.5,634011
54682,19.1,634020
54683,18.4,634036
54684,19.2,634044
54685,19.0,634054
54686,19.3,634061
54687,19.7,634064
54688,19.1,634073
54689,19.6,634077
54690,19.4,634083
54691,19.5,634088
54692,19.1,634097
54693,18.4,634113
54694,19.2,634121
54695,19.0,634131
54696,19.3,634138
54697,19.7,634141
54698,18.5,634151
54699,19.6,634155
54700,19.4,634161
54701,19.5,634166
54702,19.1,634175
54703,18.4,634191
54704,19.2,634199
54705,19.0,634209
54706,19.3,634216
54707,19.7,634219
54708,19.1,634228
54709,19.6,634232
54710,19.4,634238
54711,19.5,634243
54712,19.1,634252
54713,18.4,634268
54714,19.2,634276
54715,19.0,634286
54716,19.3,634293
54717,19.7,634296
54718,19.1,634305
54719,19.6,634309
54720,19.4,634315
54721,19.5,634320
54722,19.1,634329
54723,18.4,634345
54724,19.0,634355
54725,19.0,634365
54726,19.3,634372
54727,19.7,634375
54728,19.1,634384
54729,19.6,634388
54730,19.4,634394
54731,19.5,634399
54732,19.1,634408
54733,18.4,634424
54734,19.2,634432
54735,18.8,634444
54736,19.3,634451
54737,19.7,634454
54738,19.1,634463
54739,19.6,634467
54740,19.4,634473
54741,19.5,634478
54742,19.1,634487
54743,18.4,634503
54744,19.2,634511
54745,19.0,634521
54746,19.3,634528
54747,19.7,634531
54748,19.1,634540
54749,19.6,634544
54750,19.4,634550
54751,19.5,634555
54752,19.1,634564
54753,18.4,634580
54754,19.0,634590
54755,19.0,634600
54756,19.3,634607
54757,19.7,634610
54758,19.1,634619
54759,19.6,634623
54760,19.4,634629
54761,19.5,634634
54762,19.1,634643
54763,18.4,634659
54764,19.2,634667
54765,19.0,634677
54766,19.3,634684
54767,19.7,634687
54768,19.1,634696
54769,19.6,634700
54770,19.4,634706
54771,19.5,634711
54772,19.1,634720
54773,18.4,634736
54774,19.2,634744
54775,19.0,634754
54776,19.3,634761
54777,19.7,634764
54778,19.1,634773
54779,19.6,634777
54780,19.4,634783
54781,19.5,634788
54782,19.1,634797
54783,18.4,634813
54784,19.2,634821
54785,19.0,634831
54786,19.3,634838
54787,19.7,634841
54788,19.1,634850
54789,19.6,634854
54790,19.4,634860
54791,19.5,634865
54792,19.1,634874
54793,18.4,634890
54794,19.2,634898
54795,19.0,634908
54796,19.3,634915
54797,19.7,634918
54798,19.1,634927
54799,19.6,634931
54800,19.4,634937
54801,19.5,634942
54802,19.1,634951
54803,18.4,634967
54804,19.2,634975
54805,19.0,634985
54806,19.3,634992
54807,19.7,634995
54808,19.1,635004
54809,19.6,635008
54810,19.4,635014
54811,17.7,635022
54812,19.1,635031
54813,18.4,635047
54814,19.2,635055
54815,19.0,635065
54816,19.3,635072
54817,19.7,635075
54818,19.1,635084
54819,19.6,635088
54820,19.4,635094
54821,19.5,635099
54822,19.1,635108
54823,18.4,635124
54824,-546.5,636124
54825,19.2,636132
54826,19.0,636142
54827,19.3,636149
54828,19.7,636152
54829,19.1,636161
54830,19.6,636165
54831,19.4,636171
54832,18.3,636178
54833,19.1,636187
54834,18.4,636203
54835,19.2,636211
54836,19.0,636221
54837,19.3,636228
54838,19.7,636231
54839,19.1,636240
54840,19.6,636244
54841,19.4,636250
54842,16.5,636260
54843,19.1,636269
54844,18.4,636285
54845,19.2,636293
54846,19.0,636303
54847,19.3,636310
54848,19.7,636313
54849,19.1,636322
54850,19.6,636326
54851,19.4,636332
54852,18.3,636339
54853,19.1,636348
54854,18.4,636364
54855,19.0,636374
54856,19.0,636384
54857,19.3,636391
54858,19.7,636394
54859,19.1,636403
54860,19.6,636407
54861,19.4,636413
54862,18.7,636421
54863,19.1,636430
54864,18.4,636446
54865,19.2,636454
54866,19.0,636464
54867,19.3,636471
54868,19.7,636474
54869,19.1,636483
54870,19.6,636487
54871,19.4,636493
54872,18.1,636502
54873,19.1,636511
54874,18.4,636527
54875,19.2,636535
54876,19.0,636545
54877,19.3,636552
54878,19.7,636555
54879,19.1,636564
54880,19.6,636568
54881,19.4,636574
54882,17.1,636583
54883,19.1,636592
54884,18.4,636608
54885,19.0,636618
54886,19.0,636628
54887,19.3,636635
54888,19.7,636638
54889,19.1,636647
54890,19.6,636651
54891,19.4,636657
54892,16.3,636669
54893,19.1,636678
54894,18.4,636694
54895,19.2,636702
54896,19.0,636712
54897,19.3,636719
54898,19.7,636722
54899,19.1,636731
54900,19.6,636735
54901,19.4,636741
54902,18.9,636747
54903,19.1,636756
54904,18.4,636772
54905,19.2,636780
54906,19.0,636790
54907,19.3,636797
54908,19.7,636800
54909,18.9,636811
54910,19.6,636815
54911,19.4,636821
54912,14.7,636834
54913,19.1,636843
54914,17.8,636860
54915,19.0,636870
54916,19.0,636880
54917,19.3,636887
54918,19.7,636890
54919,19.1,636899
54920,19.6,636903
54921,19.4,636909
54922,17.7,636917
54923,19.1,636926
54924,18.4,636942
54925,19.2,636950
54926,19.0,636960
54927,19.3,636967
54928,19.7,636970
54929,19.1,636979
54930,19.6,636983
54931,19.4,636989
54932,19.1,636998
54933,19.1,637007
54934,18.2,637025
54935,19.2,637033
54936,19.0,637043
54937,19.3,637050
54938,19.7,637053
54939,19.1,637062
54940,19.6,637066
54941,19.4,637072
54942,18.9,637078
54943,19.1,637087
54944,18.4,637103
54945,19.2,637111
54946,19.0,637121
54947,19.3,637128
54948,19.7,637131
54949,19.1,637140
54950,19.6,637144
54951,19.4,637150
54952,18.9,637156
54953,19.1,637165
54954,18.4,637181
54955,19.2,637189
54956,19.0,637199
54957,19.1,637208
54958,19.7,637211
54959,19.1,637220
54960,19.6,637224
54961,19.4,637230
54962,18.9,637236
54963,19.1,637245
54964,18.4,637261
54965,19.2,637269
54966,19.0,637279
54967,19.3,637286
54968,19.7,637289
54969,19.1,637298
54970,19.6,637302
54971,19.4,637308
54972,14.7,637321
54973,19.1,637330
54974,18.4,637346
54975,19.2,637354
54976,19.0,637364
54977,19.3,637371
54978,19.7,637374
54979,19.1,637383
54980,19.6,637387
54981,19.4,637393
54982,18.9,637399
54983,19.1,637408
54984,18.4,637424
54985,19.2,637432
54986,19.0,637442
54987,19.3,637449
54988,19.7,637452
54989,19.1,637461
54990,19.6,637465
54991,19.4,637471
54992,19.5,637476
54993,19.1,637485
54994,18.4,637501
54995,19.2,637509
54996,19.0,637519
54997,19.3,637526
54998,19.7,637529
54999,19.1,637538
55000,19.6,637542
55001,19.4,637548
55002,18.3,637555
55003,19.1,637564
55004,18.4,637580
55005,19.2,637588
55006,19.0,637598
55007,19.3,637605
55008,19.7,637608
55009,19.1,637617
55010,19.6,637621
55011,19.4,637627
55012,15.7,637640
55013,19.1,637649
55014,18.4,637665
55015,19.2,637673
55016,19.0,637683
55017,19.3,637690
55018,19.7,637693
55019,19.1,637702
55020,19.6,637706
55021,19.4,637712
55022,18.9,637718
55023,19.1,637727
55024,18.4,637743
55025,19.2,637751
55026,19.0,637761
55027,19.3,637768
55028,19.7,637771
55029,19.1,637780
55030,19.6,637784
55031,19.4,637790
55032,16.9,637801
55033,19.1,637810
55034,18.4,637826
55035,19.2,637834
55036,19.0,637844
55037,19.3,637851
55038,19.7,637854
55039,19.1,637863
55040,19.6,637867
55041,19.4,637873
55042,18.9,637879
55043,19.1,637888
55044,18.4,637904
55045,19.2,637912
55046,19.0,637922
55047,19.3,637929
55048,19.7,637932
55049,19.1,637941
55050,19.6,637945
55051,19.4,637951
55052,18.3,637958
55053,19.1,637967
55054,18.4,637983
55055,19.2,637991
55056,19.0,638001
55057,19.1,638010
55058,19.7,638013
55059,19.1,638022
55060,19.6,638026
55061,19.4,638032
55062,18.1,638041
55063,19.1,638050
55064,18.4,638066
55065,19.2,638074
55066,19.0,638084
55067,19.3,638091
55068,19.7,638094
55069,19.1,638103
55070,19.6,638107
55071,19.4,638113
55072,18.9,638119
55073,19.1,638128
55074,18.4,638144
55075,19.2,638152
55076,19.0,638162
55077,19.3,638169
55078,19.7,638172
55079,19.1,638181
55080,19.6,638185
55081,19.4,638191
55082,18.9,638197
55083,19.1,638206
55084,18.4,638222
55085,19.2,638230
55086,19.0,638240
55087,19.3,638247
55088,19.7,638250
55089,19.1,638259
55090,19.6,638263
55091,19.4,638269
55092,17.1,638278
55093,19.1,638287
55094,18.4,638303
55095,19.0,638313
55096,19.0,638323
55097,19.3,638330
55098,19.7,638333
55099,19.1,638342
55100,19.6,638346
55101,19.4,638352
55102,17.1,638361
55103,19.1,638370
55104,18.4,638386
55105,19.2,638394
55106,19.0,638404
55107,19.3,638411
55108,19.7,638414
55109,19.1,638423
55110,19.6,638427
55111,19.4,638433
55112,17.7,638441
55113,19.1,638450
55114,18.4,638466
55115,19.0,638476
55116,19.0,638486
55117,19.3,638493
55118,19.7,638496
55119,19.1,638505
55120,19.6,638509
55121,19.4,638515
55122,17.5,638525
55123,19.1,638534
55124,18.4,638550
55125,19.2,638558
55126,19.0,638568
55127,19.3,638575
55128,19.7,638578
55129,19.1,638587
55130,19.6,638591
55131,19.4,638597
55132,15.7,638610
55133,19.1,638619
55134,18.4,638635
55135,19.2,638643
55136,19.0,638653
55137,19.3,638660
55138,19.7,638663
55139,19.1,638672
55140,19.6,638676
55141,19.4,638682
55142,19.5,638687
55143,19.1,638696
55144,18.4,638712
55145,19.2,638720
55146,19.0,638730
55147,19.3,638737
55148,19.7,638740
55149,19.1,638749
55150,19.6,638753
55151,19.4,638759
55152,18.9,638765
55153,19.1,638774
55154,18.4,638790
55155,19.2,638798
55156,19.0,638808
55157,19.3,638815
55158,19.7,638818
55159,19.1,638827
55160,19.6,638831
55161,19.4,638837
55162,19.5,638842
55163,19.1,638851
55164,18.4,638867
55165,19.2,638875
55166,19.0,638885
55167,19.3,638892
55168,19.7,638895
55169,19.1,638904
55170,19.6,638908
55171,19.4,638914
55172,18.7,638922
55173,19.1,638931
55174,18.4,638947
55175,19.2,638955
55176,19.0,638965
55177,19.3,638972
55178,19.7,638975
55179,19.1,638984
55180,19.6,638988
55181,19.4,638994
55182,18.1,639003
55183,19.1,639012
55184,18.4,639028
55185,19.2,639036
55186,19.0,639046
55187,19.1,639055
55188,19.7,639058
55189,19.1,639067
55190,19.6,639071
55191,19.4,639077
55192,18.9,639083
55193,19.1,639092
55194,18.4,639108
55195,19.2,639116
55196,19.0,639126
55197,19.3,639133
55198,19.7,639136
55199,19.1,639145
55200,19.6,639149
55201,19.4,639155
55202,18.9,639161
55203,19.1,639170
55204,18.4,639186
55205,19.2,639194
55206,19.0,639204
55207,19.3,639211
55208,19.7,639214
55209,19.1,639223
55210,19.6,639227
55211,19.4,639233
55212,19.5,639238
55213,19.1,639247
55214,18.4,639263
55215,19.2,639271
55216,19.0,639281
55217,19.3,639288
55218,19.7,639291
55219,19.1,639300
55220,19.6,639304
55221,19.4,639310
55222,18.3,639317
55223,19.1,639326
55224,18.4,639342
55225,19.2,639350
55226,19.0,639360
55227,19.3,639367
55228,19.7,639370
55229,19.1,639379
55230,19.6,639383
55231,19.4,639389
55232,17.7,639397
55233,19.1,639406
55234,18.4,639422
55235,19.2,639430
55236,19.0,639440
55237,19.3,639447
55238,19.7,639450
55239,19.1,639459
55240,19.6,639463
55241,19.4,639469
55242,19.5,639474
55243,19.1,639483
55244,18.4,639499
55245,19.2,639507
55246,19.0,639517
55247,19.3,639524
55248,19.7,639527
55249,19.1,639536
55250,19.6,639540
55251,19.4,639546
55252,19.5,639551
55253,19.1,639560
55254,18.4,639576
55255,19.2,639584
55256,19.0,639594
55257,19.3,639601
55258,19.7,639604
55259,19.1,639613
55260,19.6,639617
55261,19.4,639623
55262,19.5,639628
55263,19.1,639637
55264,18.4,639653
55265,19.2,639661
55266,19.0,639671
55267,19.3,639678
55268,19.7,639681
55269,19.1,639690
55270,19.6,639694
55271,19.4,639700
55272,19.5,639705
55273,19.1,639714
55274,18.4,639730
55275,19.0,639740
55276,19.0,639750
55277,19.3,639757
55278,19.7,639760
55279,19.1,639769
55280,19.6,639773
55281,19.4,639779
55282,19.5,639784
55283,19.1,639793
55284,18.4,639809
55285,19.2,639817
55286,19.0,639827
55287,19.3,639834
55288,19.7,639837
55289,19.1,639846
55290,19.6,639850
55291,19.4,639856
55292,18.3,639863
55293,19.1,639872
55294,18.4,639888
55295,19.2,639896
55296,19.0,639906
55297,19.3,639913
55298,19.7,639916
55299,19.1,639925
55300,19.6,639929
55301,19.4,639935
55302,13.5,639950
55303,19.1,639959
55304,18.4,639975
55305,19.2,639983
55306,19.0,639993
55307,19.3,640000
55308,19.7,640003
55309,19.1,640012
55310,19.6,640016
55311,19.4,640022
55312,17.1,640036
55313,19.1,640045
55314,18.4,640061
55315,19.2,640069
55316,19.0,640079
55317,19.3,640086
55318,19.7,640089
55319,19.1,640098
55320,19.6,640102
55321,19.4,640108
55322,16.9,640119
55323,19.1,640128
55324,18.4,640144
55325,19.2,640152
55326,18.8,640164
55327,19.3,640171
55328,19.7,640174
55329,19.1,640183
55330,19.6,640187
55331,19.4,640193
55332,18.9,640199
55333,19.1,640208
55334,18.4,640224
55335,19.2,640232
55336,19.0,640242
55337,19.3,640249
55338,19.7,640252
55339,19.1,640261
55340,19.6,640265
55341,19.4,640271
55342,19.5,640276
55343,19.1,640285
55344,18.4,640301
55345,19.2,640309
55346,19.0,640319
55347,19.3,640326
55348,19.7,640329
55349,19.1,640338
55350,19.6,640342
55351,19.4,640348
55352,19.3,640355
55353,19.1,640364
55354,18.4,640380
55355,19.2,640388
55356,19.0,640398
55357,19.3,640405
55358,19.7,640408
55359,19.1,640417
55360,19.6,640421
55361,19.4,640427
55362,18.9,640433
55363,19.1,640442
55364,18.4,640458
55365,19.2,640466
55366,19.0,640476
55367,19.3,640483
55368,19.7,640486
55369,19.1,640495
55370,19.6,640499
55371,19.4,640505
55372,19.5,640510
55373,19.1,640519
55374,18.4,640535
55375,19.2,640543
55376,19.0,640553
55377,19.3,640560
55378,19.7,640563
55379,19.1,640572
55380,19.6,640576
55381,19.4,640582
55382,16.9,640593
55383,19.1,640602
55384,18.4,640618
55385,19.2,640626
55386,19.0,640636
55387,19.3,640643
55388,19.7,640646
55389,19.1,640655
55390,19.6,640659
55391,19.4,640665
55392,19.5,640670
55393,19.1,640679
55394,18.4,640695
55395,19.2,640703
55396,19.0,640713
55397,19.3,640720
55398,19.7,640723
55399,19.1,640732
55400,19.6,640736
55401,19.4,640742
55402,19.5,640747
55403,19.1,640756
55404,18.4,640772
55405,19.2,640780
55406,19.0,640790
55407,19.3,640797
55408,19.7,640800
55409,19.1,640809
55410,19.6,640813
55411,19.4,640819
55412,18.9,640825
55413,19.1,640834
55414,18.4,640850
55415,19.2,640858
55416,19.0,640868
55417,19.3,640875
55418,19.7,640878
55419,19.1,640887
55420,19.6,640891
55421,19.4,640897
55422,18.7,640905
55423,19.1,640914
55424,18.4,640930
55425,19.2,640938
55426,19.0,640948
55427,19.3,640955
55428,19.7,640958
55429,19.1,640967
55430,19.6,640971
55431,19.4,640977
55432,19.5,640982
55433,19.1,640991
55434,18.4,641007
55435,19.2,641015
55436,19.0,641025
55437,19.3,641032
55438,19.7,641035
55439,19.1,641044
55440,19.6,641048
55441,19.4,641054
55442,19.5,641059
55443,19.1,641068
55444,18.4,641084
55445,19.2,641092
55446,19.0,641102
55447,19.3,641109
55448,19.7,641112
55449,19.1,641121
55450,19.6,641125
55451,19.4,641131
55452,19.5,641136
55453,19.1,641145
55454,18.4,641161
55455,19.2,641169
55456,19.0,641179
55457,19.3,641186
55458,19.7,641189
55459,19.1,641198
55460,19.6,641202
55461,19.4,641208
55462,16.9,641219
55463,19.1,641228
55464,18.4,641244
55465,19.2,641252
55466,19.0,641262
55467,19.3,641269
55468,19.7,641272
55469,19.1,641281
55470,19.6,641285
55471,19.4,641291
55472,19.5,641296
55473,19.1,641305
55474,18.4,641321
55475,19.2,641329
55476,19.0,641339
55477,19.3,641346
55478,19.7,641349
55479,19.1,641358
55480,19.6,641362
55481,19.4,641368
55482,19.5,641373
55483,19.1,641382
55484,18.4,641398
55485,19.2,641406
55486,19.0,641416
55487,19.3,641423
55488,19.7,641426
55489,19.1,641435
55490,19.6,641439
55491,19.4,641445
55492,18.3,641452
55493,19.1,641461
55494,18.4,641477
55495,19.2,641485
55496,19.0,641495
55497,19.3,641502
55498,19.7,641505
55499,19.1,641514
55500,19.6,641518
55501,19.4,641524
55502,19.5,641529
55503,19.1,641538
55504,18.4,641554
55505,19.2,641562
55506,19.0,641572
55507,19.3,641579
55508,19.7,641582
55509,18.9,641593
55510,19.6,641597
55511,19.4,641603
55512,18.7,641611
55513,19.1,641620
55514,18.4,641636
55515,19.2,641644
55516,18.8,641656
55517,19.3,641663
55518,19.7,641666
55519,4.3,641783
55520,19.6,641787
55521,19.4,641793
55522,19.5,641798
55523,19.1,641807
55524,18.4,641823
55525,19.2,641831
55526,19.0,641841
55527,18.7,641849
55528,19.7,641852
55529,19.1,641861
55530,19.6,641865
55531,19.4,641871
55532,18.9,641877
55533,19.1,641886
55534,18.4,641902
55535,19.2,641910
55536,19.0,641920
55537,19.3,641927
55538,19.7,641930
55539,19.1,641939
55540,19.6,641943
55541,19.4,641949
55542,15.3,641961
55543,19.1,641970
55544,18.4,641986
55545,19.2,641994
55546,19.0,642004
55547,19.3,642011
55548,19.7,642014
55549,19.1,642023
55550,19.6,642027
55551,19.4,642033
55552,19.5,642038
55553,19.1,642047
55554,18.4,642063
55555,19.2,642071
55556,19.0,642081
55557,19.1,642090
55558,19.7,642093
55559,19.1,642102
55560,19.6,642106
55561,19.4,642112
55562,19.5,642117
55563,19.1,642126
55564,18.4,642142
55565,19.2,642150
55566,19.0,642160
55567,19.3,642167
55568,19.7,642170
55569,18.9,642181
55570,19.6,642185
55571,19.4,642191
55572,19.5,642196
55573,19.1,642205
55574,18.4,642221
55575,19.2,642229
55576,19.0,642239
55577,19.3,642246
55578,19.7,642249
55579,19.1,642258
55580,19.6,642262
55581,19.4,642268
55582,19.5,642273
55583,19.1,642282
55584,18.4,642298
55585,19.2,642306
55586,19.0,642316
55587,18.7,642324
55588,19.7,642327
55589,19.1,642336
55590,19.6,642340
55591,19.4,642346
55592,19.5,642351
55593,19.1,642360
55594,18.4,642376
55595,19.2,642384
55596,19.0,642394
55597,19.3,642401
55598,19.7,642404
55599,-14.1,642685
55600,19.6,642689
55601,19.4,642695
55602,19.5,642700
55603,19.1,642709
55604,18.4,642725
55605,19.2,642733
55606,19.0,642743
55607,19.3,642750
55608,19.7,642753
55609,19.1,642762
55610,19.6,642766
55611,19.4,642772
55612,19.5,642777
55613,19.1,642786
55614,18.4,642802
55615,19.2,642810
55616,19.0,642820
55617,19.3,642827
55618,19.7,642830
55619,19.1,642839
55620,19.6,642843
55621,19.4,642849
55622,19.5,642854
55623,19.1,642863
55624,18.4,642879
55625,19.2,642887
55626,19.0,642897
55627,18.7,642905
55628,19.7,642908
55629,19.1,642917
55630,19.6,642921
55631,19.4,642927
55632,19.5,642932
55633,19.1,642941
55634,18.4,642957
55635,19.2,642965
55636,19.0,642975
55637,19.3,642982
55638,19.7,642985
55639,19.1,642994
55640,19.6,642998
55641,19.4,643004
55642,19.5,643009
55643,19.1,643018
55644,18.4,643034
55645,19.2,643042
55646,19.0,643052
55647,19.3,643059
55648,19.7,643062
55649,19.1,643071
55650,19.6,643075
55651,19.4,643081
55652,19.5,643086
55653,19.1,643095
55654,18.4,643111
55655,19.2,643119
55656,19.0,643129
55657,19.3,643136
55658,19.7,643139
55659,19.1,643148
55660,19.6,643152
55661,19.4,643158
55662,18.9,643164
55663,19.1,643173
55664,18.4,643189
55665,19.2,643197
55666,18.8,643209
55667,19.3,643216
55668,19.7,643219
55669,19.1,643228
55670,19.6,643232
55671,19.4,643238
55672,17.5,643248
55673,19.1,643257
55674,18.4,643273
55675,19.2,643281
55676,19.0,643291
55677,19.3,643298
55678,19.7,643301
55679,19.1,643310
55680,19.6,643314
55681,19.4,643320
55682,19.5,643325
55683,19.1,643334
55684,18.4,643350
55685,19.0,643360
55686,19.0,643370
55687,19.3,643377
55688,19.7,643380
55689,19.1,643389
55690,19.6,643393
55691,19.4,643399
55692,18.9,643405
55693,19.1,643414
55694,18.4,643430
55695,19.2,643438
55696,19.0,643448
55697,19.3,643455
55698,19.7,643458
55699,19.1,643467
55700,19.6,643471
55701,19.4,643477
55702,19.5,643482
55703,19.1,643491
55704,18.4,643507
55705,19.2,643515
55706,19.0,643525
55707,19.3,643532
55708,19.7,643535
55709,19.1,643544
55710,19.6,643548
55711,19.4,643554
55712,17.7,643562
55713,19.1,643571
55714,18.4,643587
55715,19.2,643595
55716,19.0,643605
55717,19.3,643612
55718,19.7,643615
55719,19.1,643624
55720,19.6,643628
55721,19.4,643634
55722,19.5,643639
55723,19.1,643648
55724,18.4,643664
55725,19.2,643672
55726,19.0,643682
55727,19.3,643689
55728,19.7,643692
55729,19.1,643701
55730,19.6,643705
55731,19.4,643711
55732,18.9,643717
55733,19.1,643726
55734,18.4,643742
55735,19.2,643750
55736,19.0,643760
55737,19.3,643767
55738,19.7,643770
55739,19.1,643779
55740,19.6,643783
55741,19.4,643789
55742,18.9,643795
55743,19.1,643804
55744,18.4,643820
55745,19.2,643828
55746,19.0,643838
55747,19.3,643845
55748,19.7,643848
55749,19.1,643857
55750,19.6,643861
55751,19.4,643867
55752,19.5,643872
55753,19.1,643881
55754,18.4,643897
55755,19.2,643905
55756,19.0,643915
55757,19.3,643922
55758,19.7,643925
55759,19.1,643934
55760,19.6,643938
55761,19.4,643944
55762,19.3,643951
55763,19.1,643960
55764,18.4,643976
55765,19.2,643984
55766,19.0,643994
55767,19.3,644001
55768,19.7,644004
55769,19.1,644013
55770,19.6,644017
55771,19.4,644023
55772,18.9,644029
55773,19.1,644038
55774,18.4,644054
55775,19.2,644062
55776,19.0,644072
55777,19.3,644079
55778,19.7,644082
55779,19.1,644091
55780,19.6,644095
55781,19.4,644101
55782,18.9,644107
55783,19.1,644116
55784,18.4,644132
55785,19.2,644140
55786,19.0,644150
55787,19.3,644157
55788,19.7,644160
55789,19.1,644169
55790,19.6,644173
55791,19.4,644179
55792,19.3,644186
55793,19.1,644195
55794,18.4,644211
55795,19.2,644219
55796,19.0,644229
55797,19.3,644236
55798,19.7,644239
55799,19.1,644248
55800,19.6,644252
55801,19.4,644258
55802,19.5,644263
55803,19.1,644272
55804,18.4,644288
55805,19.2,644296
55806,19.0,644306
55807,19.3,644313
55808,19.7,644316
55809,19.1,644325
55810,19.6,644329
55811,19.4,644335
55812,19.5,644340
55813,19.1,644349
55814,18.4,644365
55815,19.2,644373
55816,19.0,644383
55817,19.3,644390
55818,19.7,644393
55819,19.1,644402
55820,19.6,644406
55821,19.4,644412
55822,18.9,644418
55823,19.1,644427
55824,18.4,644443
55825,19.2,644451
55826,19.0,644461
55827,19.3,644468
55828,19.7,644471
55829,19.1,644480
55830,19.6,644484
55831,19.4,644490
55832,18.3,644497
55833,19.1,644506
55834,18.4,644522
55835,19.2,644530
55836,19.0,644540
55837,19.3,644547
55838,19.7,644550
55839,19.1,644559
55840,19.6,644563
55841,19.4,644569
55842,19.5,644574
55843,19.1,644583
55844,18.4,644599
55845,19.2,644607
55846,19.0,644617
55847,19.3,644624
55848,19.7,644627
55849,19.1,644636
55850,19.6,644640
55851,19.4,644646
55852,19.5,644651
55853,19.1,644660
55854,18.4,644676
55855,19.2,644684
55856,18.6,644698
